"chrom"	"start"	"stop"	"id"	"score"	"strand"	"thickStart"	"thickStop"	"rgb"	"exons"	"exonSizes"	"exonStarts"	"Counts"	"Events"	"r.ENST00000404276.6"
"chr22"	28687743	28741838	"FLAIR.tx.94"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,86,116,164,87,100,54,109,38,125,325,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,37142,37499,46659,54025,"	144	""	""
"chr22"	28687743	28741838	"FLAIR.tx.95"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,62,54,109,91,125,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37499,42676,46659,54025,"	144	""	""
"chr22"	28687743	28741838	"FLAIR.tx.96"	60	"-"	28687743	28741838	"217,95,2"	12	"243,81,86,116,164,87,100,54,109,125,325,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,37499,46659,54025,"	143	"delta 4,5,8"	"503_741del, 905_966del"
"chr22"	28687743	28741838	"FLAIR.tx.97"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,62,54,109,91,148,125,116,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,50338,54025,"	142	""	""
"chr22"	28687743	28741838	"FLAIR.tx.98"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,83,164,87,100,54,109,91,148,125,325,57,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37233,37499,46659,54038,"	138	""	""
"chr22"	28687743	28741838	"FLAIR.tx.99"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,54,109,91,38,125,95,93,325,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37142,37499,41538,42712,46659,54025,"	137	""	""
"chr22"	28687743	28741838	"FLAIR.tx.100"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,91,114,38,125,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,33774,37142,37499,46659,54025,"	134	""	""
"chr22"	28687743	28741838	"FLAIR.tx.101"	60	"-"	28687743	28741838	"217,95,2"	18	"243,81,86,116,164,87,100,62,54,109,91,148,125,143,95,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,40236,41538,42676,46659,54025,"	134	""	""
"chr22"	28687743	28741838	"FLAIR.tx.102"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,100,62,54,109,38,125,325,57,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,37142,37499,46659,54038,"	130	""	""
"chr22"	28687743	28741838	"FLAIR.tx.103"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,100,62,54,109,148,125,325,57,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,37233,37499,46659,54038,"	126	"delta 5"	"503_741del"
"chr22"	28687743	28741838	"FLAIR.tx.104"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,148,125,95,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,37233,37499,41538,42676,46659,54025,"	126	""	""
"chr22"	28687743	28741838	"FLAIR.tx.105"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,100,62,54,109,91,114,148,125,325,70,"	"0,1391,6288,7383,7966,12094,15761,22262,24165,31651,33774,37233,37499,46659,54025,"	125	""	""
"chr22"	28687743	28741838	"FLAIR.tx.106"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,116,164,87,100,62,54,109,148,125,325,70,"	"0,1391,7383,7966,9157,12094,15761,22262,24165,37233,37499,46659,54025,"	125	""	""
"chr22"	28687743	28729538	"FLAIR.tx.107"	60	"-"	28687743	28729538	"217,95,2"	11	"243,81,116,164,87,100,54,109,91,125,257,"	"0,1391,7383,7966,9157,12094,22262,24165,31651,37499,41538,"	124	""	""
"chr22"	28687743	28741838	"FLAIR.tx.108"	60	"-"	28687743	28741838	"217,95,2"	12	"243,81,86,116,164,87,100,109,148,125,325,70,"	"0,1391,6288,7383,7966,9157,12094,24165,37233,37499,46659,54025,"	123	""	""
"chr22"	28687743	28741838	"FLAIR.tx.109"	60	"-"	28687743	28741838	"217,95,2"	12	"243,81,164,87,100,54,109,91,148,125,325,70,"	"0,1391,7966,9157,12094,22262,24165,31651,37233,37499,46659,54025,"	123	""	""
"chr22"	28687743	28741838	"FLAIR.tx.110"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,54,109,148,125,95,129,325,70,"	"0,1391,6288,7383,7966,9157,22262,24165,37233,37499,41538,42676,46659,54025,"	121	""	""
"chr22"	28687743	28741838	"FLAIR.tx.111"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,54,109,91,38,125,93,325,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37142,37499,42712,46659,54025,"	120	""	""
"chr22"	28687743	28741838	"FLAIR.tx.112"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,100,62,54,109,91,148,125,325,154,70,"	"0,1391,6288,7383,7966,12094,15761,22262,24165,31651,37233,37499,46659,50141,54025,"	119	""	""
"chr22"	28687743	28741838	"FLAIR.tx.113"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,86,116,164,87,100,54,109,148,125,325,57,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,37233,37499,46659,54038,"	118	"delta 5,8"	"503_741del, 905_966del"
"chr22"	28687743	28741838	"FLAIR.tx.114"	60	"-"	28687743	28741838	"217,95,2"	18	"243,81,86,116,164,87,100,62,54,109,91,148,125,117,95,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,38501,41538,42676,46659,54025,"	116	"intron2 inclusion (129bp, 95b &, 117bp )"	"377_378ins377+3854_377+3983, 377_378ins378-4009_378-3914, 377_378ins378-994_378-878"
"chr22"	28687743	28741838	"FLAIR.tx.115"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,54,109,125,95,129,325,116,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,37499,41538,42676,46659,50338,54025,"	116	""	""
"chr22"	28687743	28741838	"FLAIR.tx.116"	60	"-"	28687743	28741838	"217,95,2"	12	"243,81,86,116,62,54,109,91,148,125,325,70,"	"0,1391,6288,7383,15761,22262,24165,31651,37233,37499,46659,54025,"	116	""	""
"chr22"	28687743	28741838	"FLAIR.tx.117"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,86,116,164,87,100,62,54,109,91,125,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37499,54025,"	112	""	""
"chr22"	28687743	28741838	"FLAIR.tx.118"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,86,116,164,87,100,62,54,109,148,125,57,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,37233,37499,54038,"	111	""	""
"chr22"	28687743	28741838	"FLAIR.tx.119"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,100,62,54,109,91,359,125,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,36821,37499,54025,"	109	""	""
"chr22"	28687743	28741838	"FLAIR.tx.120"	60	"-"	28687743	28741838	"217,95,2"	17	"243,81,86,83,164,87,100,62,54,109,91,38,125,95,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37142,37499,41538,42676,46659,54025,"	106	""	""
"chr22"	28687743	28741838	"FLAIR.tx.121"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,91,38,125,325,116,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37142,37499,46659,50338,54025,"	106	""	""
"chr22"	28687743	28741838	"FLAIR.tx.122"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,54,109,91,148,125,129,325,70,"	"0,1391,6288,7383,7966,9157,22262,24165,31651,37233,37499,42676,46659,54025,"	106	""	""
"chr22"	28687743	28741838	"FLAIR.tx.123"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,86,116,164,100,62,54,109,148,125,325,70,"	"0,1391,6288,7383,7966,12094,15761,22262,24165,37233,37499,46659,54025,"	102	"delta 5,10"	"503_741del, 1067_1153del"
"chr22"	28687743	28741838	"FLAIR.tx.124"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,83,164,87,100,62,54,109,91,148,125,325,57,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,46659,54038,"	102	"13p (33bp)"	"1318_1351del"
"chr22"	28687743	28741838	"FLAIR.tx.125"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,100,62,54,109,91,148,125,95,129,325,70,"	"0,1391,6288,7383,7966,12094,15761,22262,24165,31651,37233,37499,41538,42676,46659,54025,"	101	""	""
"chr22"	28687743	28741838	"FLAIR.tx.126"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,54,109,91,148,125,143,325,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37233,37499,40236,46659,54025,"	97	""	""
"chr22"	28687743	28741838	"FLAIR.tx.127"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,38,125,129,325,116,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,37142,37499,42676,46659,50338,54025,"	97	""	""
"chr22"	28687743	28741838	"FLAIR.tx.128"	60	"-"	28687743	28741838	"217,95,2"	18	"243,81,86,83,164,87,100,62,54,109,91,148,125,143,129,325,116,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,40236,42676,46659,50338,54025,"	96	""	""
"chr22"	28687743	28741838	"FLAIR.tx.129"	60	"-"	28687743	28741838	"217,95,2"	17	"243,81,86,116,164,87,100,54,109,91,148,125,143,95,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37233,37499,40236,41538,42676,46659,54025,"	94	""	""
"chr22"	28687743	28741838	"FLAIR.tx.130"	60	"-"	28687743	28741838	"217,95,2"	17	"243,81,86,116,164,87,100,62,54,109,91,148,125,143,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,40236,42676,46659,54025,"	93	""	""
"chr22"	28687743	28741838	"FLAIR.tx.131"	60	"-"	28687743	28741838	"217,95,2"	12	"243,81,86,116,164,100,62,54,109,91,325,70,"	"0,1391,6288,7383,7966,12094,15761,22262,24165,31651,46659,54025,"	91	""	""
"chr22"	28687743	28741838	"FLAIR.tx.132"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,54,109,91,148,125,129,325,57,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37233,37499,42676,46659,54038,"	87	"intron2 inclusion (129bp), delta 8"	"377_378ins377+3854_377+3983, 905_966del"
"chr22"	28687743	28741838	"FLAIR.tx.133"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,91,148,125,325,779,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,46659,49516,54025,"	84	""	""
"chr22"	28687743	28741838	"FLAIR.tx.134"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,100,62,109,91,148,125,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,24165,31651,37233,37499,46659,54025,"	83	"delta 7"	"851_904del"
"chr22"	28687743	28741838	"FLAIR.tx.135"	60	"-"	28687743	28741838	"217,95,2"	14	"243,86,116,164,87,100,62,54,109,91,148,125,325,70,"	"0,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,46659,54025,"	82	""	""
"chr22"	28687743	28741838	"FLAIR.tx.136"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,54,109,91,38,125,95,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37142,37499,41538,42676,46659,54025,"	81	""	""
"chr22"	28687743	28741838	"FLAIR.tx.137"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,116,164,87,100,54,109,91,148,125,325,57,"	"0,1391,7383,7966,9157,12094,22262,24165,31651,37233,37499,46659,54038,"	81	""	""
"chr22"	28687743	28741838	"FLAIR.tx.138"	60	"-"	28687743	28741838	"217,95,2"	17	"243,81,86,116,164,87,100,62,54,109,91,148,125,325,64,123,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,46659,49516,50172,54025,"	80	""	""
"chr22"	28687743	28741838	"FLAIR.tx.139"	60	"-"	28687743	28741838	"217,95,2"	17	"243,81,86,116,164,87,100,62,54,109,148,125,117,95,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,37233,37499,38501,41538,42676,46659,54025,"	79	""	""
"chr22"	28687743	28741838	"FLAIR.tx.140"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,83,100,62,54,109,91,148,125,95,129,325,70,"	"0,1391,6288,7383,12094,15761,22262,24165,31651,37233,37499,41538,42676,46659,54025,"	78	""	""
"chr22"	28687743	28741838	"FLAIR.tx.141"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,83,164,87,100,62,54,109,91,148,125,325,116,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,46659,50338,54025,"	77	""	""
"chr22"	28687743	28741838	"FLAIR.tx.142"	60	"-"	28687743	28741838	"217,95,2"	12	"243,81,86,116,164,54,109,91,148,125,325,70,"	"0,1391,6288,7383,7966,22262,24165,31651,37233,37499,46659,54025,"	77	""	""
"chr22"	28687743	28741838	"FLAIR.tx.143"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,54,109,91,114,38,125,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,33774,37142,37499,42676,46659,54025,"	76	""	""
"chr22"	28687743	28741838	"FLAIR.tx.144"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,100,54,109,91,148,125,154,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37233,37499,50141,54025,"	73	""	""
"chr22"	28687743	28741838	"FLAIR.tx.145"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,100,54,109,148,125,325,116,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,37233,37499,46659,50338,54025,"	71	""	""
"chr22"	28687743	28741838	"FLAIR.tx.146"	60	"-"	28687743	28741838	"217,95,2"	17	"243,81,86,116,164,87,100,62,54,109,91,148,125,143,93,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,40236,42712,46659,54025,"	69	""	""
"chr22"	28687743	28741838	"FLAIR.tx.147"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,54,109,91,148,125,325,116,57,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37233,37499,46659,50338,54038,"	68	""	""
"chr22"	28687743	28741838	"FLAIR.tx.148"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,83,164,87,62,54,109,91,148,125,325,70,"	"0,1391,6288,7383,7966,9157,15761,22262,24165,31651,37233,37499,46659,54025,"	67	""	""
"chr22"	28687743	28741838	"FLAIR.tx.149"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,54,109,91,148,125,325,154,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37233,37499,46659,50141,54025,"	64	""	""
"chr22"	28687743	28741838	"FLAIR.tx.150"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,91,114,148,125,325,57,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,33774,37233,37499,46659,54038,"	64	"intron4 inclusion (114bp)"	"650_651ins651-2146_651-2032"
"chr22"	28687743	28741838	"FLAIR.tx.151"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,91,148,125,325,938,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,46659,49516,54025,"	60	""	""
"chr22"	28687743	28741838	"FLAIR.tx.152"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,100,62,54,109,91,125,129,325,70,"	"0,1391,6288,7383,7966,12094,15761,22262,24165,31651,37499,42676,46659,54025,"	60	""	""
"chr22"	28687743	28741838	"FLAIR.tx.153"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,86,116,164,87,100,54,109,91,125,325,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37499,46659,54025,"	57	""	""
"chr22"	28687743	28741838	"FLAIR.tx.154"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,91,359,125,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,36821,37499,42676,46659,54025,"	57	""	""
"chr22"	28687743	28741838	"FLAIR.tx.155"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,86,116,164,87,100,62,54,109,91,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,46659,54025,"	56	""	""
"chr22"	28687743	28741838	"FLAIR.tx.156"	60	"-"	28687743	28741838	"217,95,2"	17	"243,81,86,116,164,87,100,54,109,148,125,117,143,129,325,116,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,37233,37499,38501,40236,42676,46659,50338,54025,"	54	""	""
"chr22"	28687743	28741838	"FLAIR.tx.157"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,86,116,164,87,100,109,91,38,125,325,70,"	"0,1391,6288,7383,7966,9157,12094,24165,31651,37142,37499,46659,54025,"	53	""	""
"chr22"	28687743	28741838	"FLAIR.tx.158"	60	"-"	28687743	28741838	"217,95,2"	17	"243,81,86,116,164,87,100,62,54,109,91,148,125,129,325,779,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,42676,46659,49516,54025,"	52	""	""
"chr22"	28687743	28741838	"FLAIR.tx.159"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,54,109,91,148,125,143,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37233,37499,40236,42676,46659,54025,"	51	""	""
"chr22"	28687743	28741838	"FLAIR.tx.160"	60	"-"	28687743	28741838	"217,95,2"	13	"243,86,116,164,87,100,54,109,91,148,125,325,70,"	"0,6288,7383,7966,9157,12094,22262,24165,31651,37233,37499,46659,54025,"	45	""	""
"chr22"	28687743	28741838	"FLAIR.tx.161"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,100,62,54,109,91,148,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,46659,54025,"	44	"delta 3"	"378_502del"
"chr22"	28687743	28741838	"FLAIR.tx.162"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,91,148,125,325,154,57,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,46659,50141,54038,"	43	""	""
"chr22"	28687743	28741838	"FLAIR.tx.163"	60	"-"	28687743	28741838	"217,95,2"	17	"243,81,86,116,164,87,100,62,54,109,91,38,125,117,93,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37142,37499,38501,42712,46659,54025,"	42	""	""
"chr22"	28687743	28741838	"FLAIR.tx.164"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,62,54,109,148,125,93,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,37233,37499,42712,46659,54025,"	42	""	""
"chr22"	28687743	28741838	"FLAIR.tx.165"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,54,109,91,148,125,325,64,123,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37233,37499,46659,49516,50172,54025,"	41	""	""
"chr22"	28687743	28741838	"FLAIR.tx.166"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,86,83,87,100,54,109,91,148,125,325,70,"	"0,1391,6288,7383,9157,12094,22262,24165,31651,37233,37499,46659,54025,"	40	""	""
"chr22"	28687743	28741838	"FLAIR.tx.167"	60	"-"	28687743	28741838	"217,95,2"	14	"243,86,83,164,87,100,62,54,109,91,148,125,325,70,"	"0,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,46659,54025,"	40	""	""
"chr22"	28687743	28741838	"FLAIR.tx.168"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,83,164,87,100,62,54,109,91,148,125,325,938,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,46659,49516,54025,"	40	""	""
"chr22"	28687743	28741838	"FLAIR.tx.169"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,100,62,54,91,148,125,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,31651,37233,37499,46659,54025,"	39	"delta 6"	"742_850del"
"chr22"	28687743	28741838	"FLAIR.tx.170"	60	"-"	28687743	28741838	"217,95,2"	10	"243,81,83,164,87,100,54,109,325,70,"	"0,1391,7383,7966,9157,12094,22262,24165,46659,54025,"	38	""	""
"chr22"	28687743	28741838	"FLAIR.tx.171"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,100,54,109,91,148,125,129,325,116,70,"	"0,1391,6288,7383,7966,12094,22262,24165,31651,37233,37499,42676,46659,50338,54025,"	38	""	""
"chr22"	28687743	28741838	"FLAIR.tx.172"	60	"-"	28687743	28741838	"217,95,2"	15	"243,86,83,164,87,100,62,54,109,91,148,125,325,116,70,"	"0,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,46659,50338,54025,"	37	""	""
"chr22"	28687743	28741838	"FLAIR.tx.173"	60	"-"	28687743	28741838	"217,95,2"	12	"243,81,86,116,164,100,62,54,109,125,325,70,"	"0,1391,6288,7383,7966,12094,15761,22262,24165,37499,46659,54025,"	36	"delta 4,5,10"	"503_741del, 1067_1153del"
"chr22"	28687743	28741838	"FLAIR.tx.174"	60	"-"	28687743	28741838	"217,95,2"	17	"243,81,86,116,164,87,100,54,109,91,148,125,95,129,325,116,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37233,37499,41538,42676,46659,50338,54025,"	35	""	""
"chr22"	28687743	28741838	"FLAIR.tx.175"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,54,109,148,125,95,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,37233,37499,41538,42676,46659,54025,"	35	""	""
"chr22"	28687743	28741838	"FLAIR.tx.176"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,164,87,100,62,54,109,91,148,125,325,70,"	"0,1391,6288,7966,9157,12094,15761,22262,24165,31651,37233,37499,46659,54025,"	34	"delta 12"	"1318_1433del"
"chr22"	28687743	28741838	"FLAIR.tx.177"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,62,54,109,91,239,125,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37142,37499,46659,54025,"	33	""	""
"chr22"	28687743	28741838	"FLAIR.tx.178"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,83,164,87,100,54,109,91,148,125,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37233,37499,42676,46659,54025,"	33	""	""
"chr22"	28687743	28741838	"FLAIR.tx.179"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,62,54,109,148,125,325,116,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,37233,37499,46659,50338,54025,"	33	""	""
"chr22"	28687743	28741838	"FLAIR.tx.180"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,116,164,87,100,54,109,91,148,125,325,70,"	"0,1391,7383,7966,9157,12094,22262,24165,31651,37233,37499,46659,54025,"	32	""	""
"chr22"	28687743	28741838	"FLAIR.tx.181"	60	"-"	28687743	28741838	"217,95,2"	17	"243,81,86,116,164,87,100,62,54,109,91,148,125,117,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,38501,42676,46659,54025,"	32	""	""
"chr22"	28687743	28741838	"FLAIR.tx.182"	60	"-"	28687743	28741838	"217,95,2"	18	"243,81,86,116,164,87,100,62,54,109,91,114,148,125,117,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,33774,37233,37499,38501,42676,46659,54025,"	31	""	""
"chr22"	28687743	28741838	"FLAIR.tx.183"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,62,54,109,91,38,125,117,129,325,70,"	"0,1391,6288,7383,7966,9157,15761,22262,24165,31651,37142,37499,38501,42676,46659,54025,"	30	""	""
"chr22"	28687743	28741838	"FLAIR.tx.184"	60	"-"	28687743	28741838	"217,95,2"	10	"243,86,116,164,87,100,54,109,125,70,"	"0,6288,7383,7966,9157,12094,22262,24165,37499,54025,"	30	""	""
"chr22"	28687743	28741838	"FLAIR.tx.185"	60	"-"	28687743	28741838	"217,95,2"	17	"243,81,86,116,164,87,100,62,54,109,91,114,148,125,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,33774,37233,37499,42676,46659,54025,"	29	""	""
"chr22"	28687743	28741838	"FLAIR.tx.186"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,86,116,164,87,54,109,91,148,125,325,70,"	"0,1391,6288,7383,7966,9157,22262,24165,31651,37233,37499,46659,54025,"	29	""	""
"chr22"	28687743	28741838	"FLAIR.tx.187"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,62,54,109,91,38,125,325,57,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37142,37499,46659,54038,"	29	"delta 4, intron4 inclusion(38bp)"	"503_650del, 650_651ins650+53_650+91"
"chr22"	28687743	28741838	"FLAIR.tx.188"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,100,62,2012,91,148,125,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,31651,37233,37499,46659,54025,"	29	""	""
"chr22"	28687743	28741838	"FLAIR.tx.189"	60	"-"	28687743	28741838	"217,95,2"	15	"243,86,116,164,87,100,62,54,109,91,148,125,325,116,70,"	"0,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,46659,50338,54025,"	28	""	""
"chr22"	28687743	28741838	"FLAIR.tx.190"	60	"-"	28687743	28741838	"217,95,2"	13	"243,116,164,87,100,62,54,109,91,148,125,325,70,"	"0,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,46659,54025,"	28	""	""
"chr22"	28687743	28741838	"FLAIR.tx.191"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,86,116,164,100,62,54,109,91,148,125,57,"	"0,1391,6288,7383,7966,12094,15761,22262,24165,31651,37233,37499,54038,"	28	""	""
"chr22"	28687743	28741838	"FLAIR.tx.192"	60	"-"	28687743	28741838	"217,95,2"	18	"243,81,86,116,164,87,100,62,54,109,91,148,125,143,129,325,116,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,40236,42676,46659,50338,54025,"	27	""	""
"chr22"	28687743	28741838	"FLAIR.tx.193"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,54,109,91,148,125,143,93,325,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37233,37499,40236,42712,46659,54025,"	27	""	""
