chrom	start	stop	id	score	strand	thickStart	thickStop	rgb	exons	exonSizes	exonStarts	Patient_TB18987.counts	Patient_TB17137.counts	Patient_TB17069.counts	Patient_TB18987.counts	Patient_TB17905.counts	Total counts	Events	r.  ENST00000404276.6	known isoforms
chr22	28687896	28734721	FLAIR.tx.101	60	-	28687896	28734721	"217,95,2"	11	"90,81,87,100,62,54,109,91,148,125,319,"	"0,1238,9004,11941,15608,22109,24012,31498,37080,37346,46506,"	0	3	7	2	0	12			
chr22	28687896	28734721	FLAIR.tx.102	60	-	28687896	28734721	"217,95,2"	11	"90,81,86,116,100,62,54,109,148,125,319,"	"0,1238,6135,7230,11941,15608,22109,24012,37080,37346,46506,"	0	8	3	0	0	11			
chr22	28687896	28734721	FLAIR.tx.103	60	-	28687896	28734721	"217,95,2"	8	"90,81,100,62,54,109,125,319,"	"0,1238,11941,15608,22109,24012,37346,46506,"	3	6	2	0	0	11			
chr22	28687896	28734721	FLAIR.tx.104	60	-	28687896	28734721	"217,95,2"	15	"90,81,86,116,164,87,100,54,109,91,148,125,95,129,319,"	"0,1238,6135,7230,7813,9004,11941,22109,24012,31498,37080,37346,41385,42523,46506,"	0	6	2	3	0	11			
chr22	28687896	28734721	FLAIR.tx.105	60	-	28687896	28734721	"217,95,2"	11	"90,81,86,116,164,100,62,54,109,391,319,"	"0,1238,6135,7230,7813,11941,15608,22109,24012,37080,46506,"	0	6	4	1	0	11			
chr22	28687896	28734721	FLAIR.tx.106	60	-	28687896	28734721	"217,95,2"	11	"90,81,86,100,62,54,109,91,148,125,319,"	"0,1238,6135,11941,15608,22109,24012,31498,37080,37346,46506,"	0	7	3	1	0	11			
chr22	28687896	28734721	FLAIR.tx.107	60	-	28687896	28734721	"217,95,2"	9	"90,81,86,116,109,91,148,125,319,"	"0,1238,6135,7230,24012,31498,37080,37346,46506,"	0	7	2	2	0	11			
chr22	28687896	28734721	FLAIR.tx.108	60	-	28687896	28734721	"217,95,2"	9	"90,100,62,54,109,91,148,125,319,"	"0,11941,15608,22109,24012,31498,37080,37346,46506,"	2	1	6	2	0	11			
chr22	28687896	28734721	FLAIR.tx.109	60	-	28687896	28734721	"217,95,2"	13	"90,81,86,116,164,87,54,109,91,148,125,93,319,"	"0,1238,6135,7230,7813,9004,22109,24012,31498,37080,37346,42559,46506,"	1	5	2	2	0	10			
chr22	28687896	28734721	FLAIR.tx.110	60	-	28687896	28734721	"217,95,2"	9	"90,81,86,116,164,87,109,125,319,"	"0,1238,6135,7230,7813,9004,24012,37346,46506,"	1	7	2	0	0	10			
chr22	28687896	28734721	FLAIR.tx.111	60	-	28687896	28734721	"217,95,2"	13	"90,81,86,116,87,100,54,109,91,148,125,93,319,"	"0,1238,6135,7230,9004,11941,22109,24012,31498,37080,37346,42559,46506,"	1	3	2	4	0	10			
chr22	28687896	28734721	FLAIR.tx.112	60	-	28687896	28734721	"217,95,2"	12	"90,81,86,116,164,87,100,54,109,91,391,319,"	"0,1238,6135,7230,7813,9004,11941,22109,24012,31498,37080,46506,"	0	8	2	0	0	10			
chr22	28687896	28734721	FLAIR.tx.113	60	-	28687896	28734721	"217,95,2"	11	"90,86,116,164,87,100,62,54,109,125,319,"	"0,6135,7230,7813,9004,11941,15608,22109,24012,37346,46506,"	0	6	3	1	0	10			
chr22	28687896	28734721	FLAIR.tx.114	60	-	28687896	28734721	"217,95,2"	14	"90,81,86,116,164,87,100,62,109,91,148,125,129,319,"	"0,1238,6135,7230,7813,9004,11941,15608,24012,31498,37080,37346,42523,46506,"	1	7	1	1	0	10			
chr22	28687896	28734721	FLAIR.tx.115	60	-	28687896	28734721	"217,95,2"	11	"90,86,116,164,100,62,54,109,148,125,319,"	"0,6135,7230,7813,11941,15608,22109,24012,37080,37346,46506,"	0	5	4	1	0	10			
chr22	28687896	28734721	FLAIR.tx.116	60	-	28687896	28734721	"217,95,2"	14	"90,81,86,116,164,87,100,62,109,91,148,125,93,319,"	"0,1238,6135,7230,7813,9004,11941,15608,24012,31498,37080,37346,42559,46506,"	1	5	4	0	0	10			
chr22	28687896	28734721	FLAIR.tx.117	60	-	28687896	28734721	"217,95,2"	12	"90,81,86,116,164,100,62,54,109,91,391,319,"	"0,1238,6135,7230,7813,11941,15608,22109,24012,31498,37080,46506,"	0	6	2	2	0	10			
chr22	28687896	28734721	FLAIR.tx.118	60	-	28687896	28734721	"217,95,2"	12	"90,81,86,116,87,100,54,109,91,38,125,319,"	"0,1238,6135,7230,9004,11941,22109,24012,31498,36989,37346,46506,"	0	2	3	5	0	10			
chr22	28687896	28734721	FLAIR.tx.119	60	-	28687896	28734721	"217,95,2"	11	"90,116,164,87,100,54,109,91,148,125,319,"	"0,7230,7813,9004,11941,22109,24012,31498,37080,37346,46506,"	1	3	6	0	0	10			
chr22	28687896	28734721	FLAIR.tx.120	60	-	28687896	28734721	"217,95,2"	6	"90,81,54,109,125,319,"	"0,1238,22109,24012,37346,46506,"	0	9	1	0	0	10			
chr22	28687896	28734721	FLAIR.tx.121	60	-	28687896	28734721	"217,95,2"	12	"90,86,83,164,100,62,54,109,91,148,125,319,"	"0,6135,7230,7813,11941,15608,22109,24012,31498,37080,37346,46506,"	1	3	3	3	0	10			
chr22	28689134	28734721	FLAIR.tx.122	60	-	28689134	28734721	"217,95,2"	11	"81,164,87,100,62,54,109,91,148,125,319,"	"0,6575,7766,10703,14370,20871,22774,30260,35842,36108,45268,"	0	6	3	1	0	10			
chr22	28687896	28734721	FLAIR.tx.123	60	-	28687896	28734721	"217,95,2"	11	"90,81,86,116,164,87,100,62,109,125,319,"	"0,1238,6135,7230,7813,9004,11941,15608,24012,37346,46506,"	0	8	1	1	0	10			
chr22	28687896	28734721	FLAIR.tx.124	60	-	28687896	28734721	"217,95,2"	10	"90,81,86,116,164,100,62,109,125,319,"	"0,1238,6135,7230,7813,11941,15608,24012,37346,46506,"	0	5	4	1	0	10			
chr22	28687896	28734721	FLAIR.tx.125	60	-	28687896	28734721	"217,95,2"	13	"90,81,86,116,87,100,62,54,109,91,38,125,319,"	"0,1238,6135,7230,9004,11941,15608,22109,24012,31498,36989,37346,46506,"	1	5	1	3	0	10			
chr22	28687896	28734721	FLAIR.tx.126	60	-	28687896	28734721	"217,95,2"	16	"90,81,86,116,164,87,100,62,54,109,91,148,125,95,93,319,"	"0,1238,6135,7230,7813,9004,11941,15608,22109,24012,31498,37080,37346,41385,42559,46506,"	0	3	3	3	0	9			
chr22	28687896	28734721	FLAIR.tx.127	60	-	28687896	28734721	"217,95,2"	5	"90,81,86,116,319,"	"0,1238,6135,7230,46506,"	0	5	3	1	0	9			
chr22	28687896	28734721	FLAIR.tx.128	60	-	28687896	28734721	"217,95,2"	15	"90,81,86,83,164,87,100,62,54,109,91,148,125,129,319,"	"0,1238,6135,7230,7813,9004,11941,15608,22109,24012,31498,37080,37346,42523,46506,"	4	2	0	3	0	9			
chr22	28687896	28734721	FLAIR.tx.129	60	-	28687896	28734721	"217,95,2"	9	"90,81,100,54,109,91,148,125,319,"	"0,1238,11941,22109,24012,31498,37080,37346,46506,"	3	3	2	1	0	9			
chr22	28687896	28734721	FLAIR.tx.130	60	-	28687896	28734721	"217,95,2"	10	"90,87,100,62,54,109,91,148,125,319,"	"0,9004,11941,15608,22109,24012,31498,37080,37346,46506,"	0	6	2	1	0	9			
chr22	28687896	28734721	FLAIR.tx.131	60	-	28687896	28734721	"217,95,2"	9	"90,81,86,116,164,100,148,125,319,"	"0,1238,6135,7230,7813,11941,37080,37346,46506,"	0	6	1	2	0	9			
chr22	28687896	28734721	FLAIR.tx.132	60	-	28687896	28734721	"217,95,2"	8	"90,81,86,109,91,148,125,319,"	"0,1238,6135,24012,31498,37080,37346,46506,"	0	2	5	1	0	8			
chr22	28687896	28734721	FLAIR.tx.133	60	-	28687896	28734721	"217,95,2"	9	"90,81,86,116,164,54,109,125,319,"	"0,1238,6135,7230,7813,22109,24012,37346,46506,"	0	6	1	1	0	8			
chr22	28687896	28734721	FLAIR.tx.134	60	-	28687896	28734721	"217,95,2"	8	"90,62,54,109,91,148,125,319,"	"0,15608,22109,24012,31498,37080,37346,46506,"	1	4	1	2	0	8			
chr22	28687896	28734721	FLAIR.tx.135	60	-	28687896	28734721	"217,95,2"	9	"90,81,86,116,164,148,125,93,319,"	"0,1238,6135,7230,7813,37080,37346,42559,46506,"	1	3	3	1	0	8			
chr22	28687896	28734721	FLAIR.tx.136	60	-	28687896	28734721	"217,95,2"	13	"90,81,86,116,87,100,54,109,91,148,125,129,319,"	"0,1238,6135,7230,9004,11941,22109,24012,31498,37080,37346,42523,46506,"	0	4	1	3	0	8			
chr22	28687896	28734721	FLAIR.tx.137	60	-	28687896	28734721	"217,95,2"	10	"90,81,86,116,164,100,91,148,125,319,"	"0,1238,6135,7230,7813,11941,31498,37080,37346,46506,"	0	7	1	0	0	8			
chr22	28687896	28734721	FLAIR.tx.138	60	-	28687896	28734721	"217,95,2"	8	"90,164,87,100,91,148,125,319,"	"0,7813,9004,11941,31498,37080,37346,46506,"	0	2	6	0	0	8			
chr22	28687896	28734721	FLAIR.tx.139	60	-	28687896	28734721	"217,95,2"	5	"90,91,148,125,319,"	"0,31498,37080,37346,46506,"	0	2	5	1	0	8			
chr22	28687896	28734721	FLAIR.tx.140	60	-	28687896	28734721	"217,95,2"	14	"90,81,86,164,87,100,62,54,109,91,148,125,93,319,"	"0,1238,6135,7813,9004,11941,15608,22109,24012,31498,37080,37346,42559,46506,"	0	6	1	1	0	8			
chr22	28687896	28734721	FLAIR.tx.141	60	-	28687896	28734721	"217,95,2"	14	"90,81,86,116,164,87,100,62,54,109,91,391,129,319,"	"0,1238,6135,7230,7813,9004,11941,15608,22109,24012,31498,37080,42523,46506,"	0	5	3	0	0	8			
chr22	28687896	28734721	FLAIR.tx.142	60	-	28687896	28734721	"217,95,2"	11	"90,81,116,164,87,100,62,54,109,125,319,"	"0,1238,7230,7813,9004,11941,15608,22109,24012,37346,46506,"	0	8	0	0	0	8			
chr22	28687896	28734721	FLAIR.tx.143	60	-	28687896	28734721	"217,95,2"	12	"90,81,86,116,164,87,109,91,114,148,125,319,"	"0,1238,6135,7230,7813,9004,24012,31498,33621,37080,37346,46506,"	0	6	1	1	0	8			
chr22	28687896	28734721	FLAIR.tx.144	60	-	28687896	28734721	"217,95,2"	4	"90,81,86,319,"	"0,1238,6135,46506,"	0	5	1	1	0	7			
chr22	28687896	28734721	FLAIR.tx.145	60	-	28687896	28734721	"217,95,2"	10	"90,164,87,100,54,109,91,148,125,319,"	"0,7813,9004,11941,22109,24012,31498,37080,37346,46506,"	0	4	2	1	0	7			
chr22	28687896	28734721	FLAIR.tx.146	60	-	28687896	28734721	"217,95,2"	12	"90,81,86,116,164,87,100,62,54,109,391,319,"	"0,1238,6135,7230,7813,9004,11941,15608,22109,24012,37080,46506,"	0	5	2	0	0	7			
chr22	28687896	28734721	FLAIR.tx.147	60	-	28687896	28734721	"217,95,2"	13	"90,81,86,116,164,87,100,62,54,109,125,93,319,"	"0,1238,6135,7230,7813,9004,11941,15608,22109,24012,37346,42559,46506,"	2	2	2	1	0	7			
chr22	28687896	28734721	FLAIR.tx.148	60	-	28687896	28734721	"217,95,2"	12	"90,81,86,116,164,87,109,91,148,125,129,319,"	"0,1238,6135,7230,7813,9004,24012,31498,37080,37346,42523,46506,"	1	4	0	1	0	6			
chr22	28687896	28734721	FLAIR.tx.149	60	-	28687896	28734721	"217,95,2"	10	"90,86,116,164,87,100,54,109,91,319,"	"0,6135,7230,7813,9004,11941,22109,24012,31498,46506,"	0	5	1	0	0	6			
chr22	28687896	28734721	FLAIR.tx.150	60	-	28687896	28734721	"217,95,2"	12	"90,81,86,116,164,100,62,54,109,125,129,319,"	"0,1238,6135,7230,7813,11941,15608,22109,24012,37346,42523,46506,"	0	5	1	0	0	6			
chr22	28687896	28734721	FLAIR.tx.151	60	-	28687896	28734721	"217,95,2"	14	"90,86,116,164,87,100,62,54,109,91,148,125,129,319,"	"0,6135,7230,7813,9004,11941,15608,22109,24012,31498,37080,37346,42523,46506,"	1	1	2	2	0	6			
chr22	28687896	28734721	FLAIR.tx.152	60	-	28687896	28734721	"217,95,2"	12	"90,81,86,116,87,100,62,54,109,125,93,319,"	"0,1238,6135,7230,9004,11941,15608,22109,24012,37346,42559,46506,"	1	4	1	0	0	6			
chr22	28687896	28734721	FLAIR.tx.153	60	-	28687896	28734721	"217,95,2"	12	"90,81,86,116,164,100,54,109,148,125,129,319,"	"0,1238,6135,7230,7813,11941,22109,24012,37080,37346,42523,46506,"	0	4	2	0	0	6			
chr22	28687896	28734721	FLAIR.tx.154	60	-	28687896	28734721	"217,95,2"	13	"90,81,86,116,164,100,54,109,91,148,125,93,319,"	"0,1238,6135,7230,7813,11941,22109,24012,31498,37080,37346,42559,46506,"	0	3	0	3	0	6			
chr22	28687896	28734721	FLAIR.tx.155	60	-	28687896	28734721	"217,95,2"	12	"90,81,86,83,164,100,62,54,109,91,391,319,"	"0,1238,6135,7230,7813,11941,15608,22109,24012,31498,37080,46506,"	0	2	2	1	0	5			
chr22	28687896	28734721	FLAIR.tx.156	60	-	28687896	28734721	"217,95,2"	8	"90,100,62,54,109,148,125,319,"	"0,11941,15608,22109,24012,37080,37346,46506,"	0	3	2	0	0	5			
chr22	28687896	28734721	FLAIR.tx.157	60	-	28687896	28734721	"217,95,2"	14	"90,86,116,164,87,100,62,54,109,91,114,148,125,319,"	"0,6135,7230,7813,9004,11941,15608,22109,24012,31498,33621,37080,37346,46506,"	0	2	2	1	0	5			
chr22	28687896	28734721	FLAIR.tx.158	60	-	28687896	28734721	"217,95,2"	11	"90,81,100,62,54,109,91,148,125,93,319,"	"0,1238,11941,15608,22109,24012,31498,37080,37346,42559,46506,"	2	1	2	0	0	5			
chr22	28687896	28734721	FLAIR.tx.159	60	-	28687896	28734721	"217,95,2"	14	"90,81,86,116,164,87,100,62,54,109,91,391,93,319,"	"0,1238,6135,7230,7813,9004,11941,15608,22109,24012,31498,37080,42559,46506,"	1	2	0	1	0	4			
chr22	28687896	28734721	FLAIR.tx.160	60	-	28687896	28734721	"217,95,2"	13	"90,81,86,116,164,100,62,54,109,91,391,129,319,"	"0,1238,6135,7230,7813,11941,15608,22109,24012,31498,37080,42523,46506,"	1	1	1	1	0	4			
chr22	28687896	28734721	FLAIR.tx.161	60	-	28687896	28734721	"217,95,2"	11	"90,81,86,116,164,100,54,109,125,129,319,"	"0,1238,6135,7230,7813,11941,22109,24012,37346,42523,46506,"	0	3	0	1	0	4			
chr22	28687896	28734721	FLAIR.tx.162	60	-	28687896	28734721	"217,95,2"	11	"90,81,100,62,54,109,91,148,125,129,319,"	"0,1238,11941,15608,22109,24012,31498,37080,37346,42523,46506,"	2	2	0	0	0	4			
chr22	28687896	28734721	FLAIR.tx.163	60	-	28687896	28734721	"217,95,2"	12	"90,86,116,164,87,100,62,109,91,148,125,319,"	"0,6135,7230,7813,9004,11941,15608,24012,31498,37080,37346,46506,"	0	3	0	0	0	3			
chr22	28687896	28734721	FLAIR.tx.164	60	-	28687896	28734721	"217,95,2"	12	"90,116,164,87,100,54,109,91,148,125,129,319,"	"0,7230,7813,9004,11941,22109,24012,31498,37080,37346,42523,46506,"	0	2	0	0	0	2			
